"","MFE","peak_type","peak_type_2"
"12974",-8.6,"random sequence","random sequence"
"12975",-9.7,"random sequence","random sequence"
"12976",-9.6,"random sequence","random sequence"
"12977",-4.5,"random sequence","random sequence"
"12978",0,"random sequence","random sequence"
"12979",-6,"random sequence","random sequence"
"12980",-8.1,"random sequence","random sequence"
"12981",-9.7,"random sequence","random sequence"
"12982",-6.8,"random sequence","random sequence"
"12983",-3.7,"random sequence","random sequence"
"12984",-6.2,"random sequence","random sequence"
"12985",-4.4,"random sequence","random sequence"
"12986",-6.4,"random sequence","random sequence"
"12987",-7.8,"random sequence","random sequence"
"12988",-7.5,"random sequence","random sequence"
"12989",-13.2,"random sequence","random sequence"
"12990",-11.8,"random sequence","random sequence"
"12991",-11.4,"random sequence","random sequence"
"12992",-1.7,"random sequence","random sequence"
"12993",-4.9,"random sequence","random sequence"
"12994",-6,"random sequence","random sequence"
"12995",-10.3,"random sequence","random sequence"
"12996",-3.6,"random sequence","random sequence"
"12997",-6.9,"random sequence","random sequence"
"12998",-8.8,"random sequence","random sequence"
"12999",-9.7,"random sequence","random sequence"
"13000",-8.8,"random sequence","random sequence"
"13001",-12.7,"random sequence","random sequence"
"13002",-11.5,"random sequence","random sequence"
"13003",-12.3,"random sequence","random sequence"
"13004",-15.5,"random sequence","random sequence"
"13005",-7.6,"random sequence","random sequence"
"13006",-11.5,"random sequence","random sequence"
"13007",-4.6,"random sequence","random sequence"
"13008",-12.6,"random sequence","random sequence"
"13009",-10.2,"random sequence","random sequence"
"13010",-10.8,"random sequence","random sequence"
"13011",-12.5,"random sequence","random sequence"
"13012",-9.1,"random sequence","random sequence"
"13013",-21.5,"random sequence","random sequence"
"13014",-6,"random sequence","random sequence"
"13015",-5.8,"random sequence","random sequence"
"13016",-5.5,"random sequence","random sequence"
"13017",-7.9,"random sequence","random sequence"
"13018",-9.8,"random sequence","random sequence"
"13019",-3.3,"random sequence","random sequence"
"13020",-6.8,"random sequence","random sequence"
"13021",-6.3,"random sequence","random sequence"
"13022",-10.9,"random sequence","random sequence"
"13023",-5.2,"random sequence","random sequence"
"13024",-7,"random sequence","random sequence"
"13025",-5.1,"random sequence","random sequence"
"13026",-9.5,"random sequence","random sequence"
"13027",-10.2,"random sequence","random sequence"
"13028",-4.9,"random sequence","random sequence"
"13029",-11.1,"random sequence","random sequence"
"13030",-7.7,"random sequence","random sequence"
"13031",-2.3,"random sequence","random sequence"
"13032",-6.2,"random sequence","random sequence"
"13033",-10.3,"random sequence","random sequence"
"13034",-6,"random sequence","random sequence"
"13035",-9.9,"random sequence","random sequence"
"13036",-11.3,"random sequence","random sequence"
"13037",-0.4,"random sequence","random sequence"
"13038",-2.1,"random sequence","random sequence"
"13039",-7.8,"random sequence","random sequence"
"13040",-7,"random sequence","random sequence"
"13041",-11.3,"random sequence","random sequence"
"13042",-8,"random sequence","random sequence"
"13043",-10.4,"random sequence","random sequence"
"13044",-6.2,"random sequence","random sequence"
"13045",-13.7,"random sequence","random sequence"
"13046",-8.8,"random sequence","random sequence"
"13047",-5.5,"random sequence","random sequence"
"13048",-0.9,"random sequence","random sequence"
"13049",-13.6,"random sequence","random sequence"
"13050",-7.6,"random sequence","random sequence"
"13051",-3.3,"random sequence","random sequence"
"13052",-12.2,"random sequence","random sequence"
"13053",-11.8,"random sequence","random sequence"
"13054",-7.3,"random sequence","random sequence"
"13055",-4.4,"random sequence","random sequence"
"13056",-8.4,"random sequence","random sequence"
"13057",-9.4,"random sequence","random sequence"
"13058",-8.9,"random sequence","random sequence"
"13059",-10.5,"random sequence","random sequence"
"13060",-8.2,"random sequence","random sequence"
"13061",-11.5,"random sequence","random sequence"
"13062",-4.4,"random sequence","random sequence"
"13063",-7.1,"random sequence","random sequence"
"13064",-8.2,"random sequence","random sequence"
"13065",-3.9,"random sequence","random sequence"
"13066",-14.1,"random sequence","random sequence"
"13067",-15.4,"random sequence","random sequence"
"13068",-6.5,"random sequence","random sequence"
"13069",-6.3,"random sequence","random sequence"
"13070",-8.9,"random sequence","random sequence"
"13071",-4.5,"random sequence","random sequence"
"13072",-9.9,"random sequence","random sequence"
"13073",-1.8,"random sequence","random sequence"
"13074",-2.1,"random sequence","random sequence"
"13075",-11.1,"random sequence","random sequence"
"13076",-4.8,"random sequence","random sequence"
"13077",-6.6,"random sequence","random sequence"
"13078",-6.3,"random sequence","random sequence"
"13079",-3.5,"random sequence","random sequence"
"13080",-3.3,"random sequence","random sequence"
"13081",-5.9,"random sequence","random sequence"
"13082",-8.6,"random sequence","random sequence"
"13083",-13.2,"random sequence","random sequence"
"13084",-8,"random sequence","random sequence"
"13085",-7.1,"random sequence","random sequence"
"13086",-9.4,"random sequence","random sequence"
"13087",-11.4,"random sequence","random sequence"
"13088",-7.8,"random sequence","random sequence"
"13089",-4.6,"random sequence","random sequence"
"13090",-3.9,"random sequence","random sequence"
"13091",-5,"random sequence","random sequence"
"13092",-12.1,"random sequence","random sequence"
"13093",-3,"random sequence","random sequence"
"13094",-5.7,"random sequence","random sequence"
"13095",-6.2,"random sequence","random sequence"
"13096",-11.9,"random sequence","random sequence"
"13097",-7.1,"random sequence","random sequence"
"13098",-4.1,"random sequence","random sequence"
"13099",-5,"random sequence","random sequence"
"13100",-13.7,"random sequence","random sequence"
"13101",-18.7,"random sequence","random sequence"
"13102",-4,"random sequence","random sequence"
"13103",-12.6,"random sequence","random sequence"
"13104",-7.2,"random sequence","random sequence"
"13105",-10.8,"random sequence","random sequence"
"13106",-6.6,"random sequence","random sequence"
"13107",-4.9,"random sequence","random sequence"
"13108",-3.7,"random sequence","random sequence"
"13109",-4.1,"random sequence","random sequence"
"13110",-7.5,"random sequence","random sequence"
"13111",-6.4,"random sequence","random sequence"
"13112",-8.3,"random sequence","random sequence"
"13113",-5.1,"random sequence","random sequence"
"13114",-8.8,"random sequence","random sequence"
"13115",-9.9,"random sequence","random sequence"
"13116",-5.5,"random sequence","random sequence"
"13117",-3.3,"random sequence","random sequence"
"13118",-9.2,"random sequence","random sequence"
"13119",-5.5,"random sequence","random sequence"
"13120",-6.7,"random sequence","random sequence"
"13121",-6.7,"random sequence","random sequence"
"13122",-4.8,"random sequence","random sequence"
"13123",-7.7,"random sequence","random sequence"
"13124",-5.9,"random sequence","random sequence"
"13125",-8.3,"random sequence","random sequence"
"13126",-6.5,"random sequence","random sequence"
"13127",-14.4,"random sequence","random sequence"
"13128",-6.1,"random sequence","random sequence"
"13129",-9,"random sequence","random sequence"
"13130",-7.8,"random sequence","random sequence"
"13131",-3.7,"random sequence","random sequence"
"13132",-2.6,"random sequence","random sequence"
"13133",-8.4,"random sequence","random sequence"
"13134",-7.6,"random sequence","random sequence"
"13135",-5.9,"random sequence","random sequence"
"13136",-8.1,"random sequence","random sequence"
"13137",-6.2,"random sequence","random sequence"
"13138",-13,"random sequence","random sequence"
"13139",-2.6,"random sequence","random sequence"
"13140",-2.3,"random sequence","random sequence"
"13141",-4.3,"random sequence","random sequence"
"13142",-10.2,"random sequence","random sequence"
"13143",-5.7,"random sequence","random sequence"
"13144",-7.5,"random sequence","random sequence"
"13145",-11,"random sequence","random sequence"
"13146",-6.8,"random sequence","random sequence"
"13147",-5.1,"random sequence","random sequence"
"13148",-16.7,"random sequence","random sequence"
"13149",-4,"random sequence","random sequence"
"13150",-4.6,"random sequence","random sequence"
"13151",-5,"random sequence","random sequence"
"13152",-7.6,"random sequence","random sequence"
"13153",-4.5,"random sequence","random sequence"
"13154",-7.6,"random sequence","random sequence"
"13155",-9.2,"random sequence","random sequence"
"13156",-7.1,"random sequence","random sequence"
"13157",-3.8,"random sequence","random sequence"
"13158",-13.7,"random sequence","random sequence"
"13159",-10.4,"random sequence","random sequence"
"13160",-8.2,"random sequence","random sequence"
"13161",-10.9,"random sequence","random sequence"
"13162",-7,"random sequence","random sequence"
"13163",-8.9,"random sequence","random sequence"
"13164",-10.9,"random sequence","random sequence"
"13165",-18,"random sequence","random sequence"
"13166",-0.9,"random sequence","random sequence"
"13167",-6.3,"random sequence","random sequence"
"13168",-7.2,"random sequence","random sequence"
"13169",-2.7,"random sequence","random sequence"
"13170",-7.2,"random sequence","random sequence"
"13171",-6.3,"random sequence","random sequence"
"13172",-8.1,"random sequence","random sequence"
"13173",-7.7,"random sequence","random sequence"
"13174",-9.9,"random sequence","random sequence"
"13175",-7.3,"random sequence","random sequence"
"13176",-1.4,"random sequence","random sequence"
"13177",-12,"random sequence","random sequence"
"13178",-10,"random sequence","random sequence"
"13179",-14.4,"random sequence","random sequence"
"13180",-12.7,"random sequence","random sequence"
"13181",-3.6,"random sequence","random sequence"
"13182",-9.4,"random sequence","random sequence"
"13183",-14.1,"random sequence","random sequence"
"13184",-3.5,"random sequence","random sequence"
"13185",-3.2,"random sequence","random sequence"
"13186",-9.7,"random sequence","random sequence"
"13187",-8.9,"random sequence","random sequence"
"13188",-10.4,"random sequence","random sequence"
"13189",-5.5,"random sequence","random sequence"
"13190",-5.2,"random sequence","random sequence"
"13191",-3.5,"random sequence","random sequence"
"13192",-5.8,"random sequence","random sequence"
"13193",-7.5,"random sequence","random sequence"
"13194",-9.7,"random sequence","random sequence"
"13195",-13,"random sequence","random sequence"
"13196",-7.3,"random sequence","random sequence"
"13197",-5.6,"random sequence","random sequence"
"13198",-6.2,"random sequence","random sequence"
"13199",-9.1,"random sequence","random sequence"
"13200",-11.9,"random sequence","random sequence"
"13201",-6.8,"random sequence","random sequence"
"13202",-11.6,"random sequence","random sequence"
"13203",-1.1,"random sequence","random sequence"
"13204",-6.9,"random sequence","random sequence"
"13205",-7.9,"random sequence","random sequence"
"13206",-3.2,"random sequence","random sequence"
"13207",-4.5,"random sequence","random sequence"
"13208",-3,"random sequence","random sequence"
"13209",-6.5,"random sequence","random sequence"
"13210",-1.3,"random sequence","random sequence"
"13211",-8.3,"random sequence","random sequence"
"13212",-7.4,"random sequence","random sequence"
"13213",-3.4,"random sequence","random sequence"
"13214",-18.6,"random sequence","random sequence"
"13215",-4.2,"random sequence","random sequence"
"13216",-10.5,"random sequence","random sequence"
"13217",-3.8,"random sequence","random sequence"
"13218",-2.2,"random sequence","random sequence"
"13219",-3.3,"random sequence","random sequence"
